CustomerID,CustomerName,Email,Phone,JoinDate,LocationID,TotalSpent
378,Customer_378,customer378@example.com,123-456-7898,2021-01-12,8,2861.22
379,Customer_379,customer379@example.com,123-456-7899,2021-01-13,23,7387.84
380,Customer_380,customer380@example.com,123-456-7890,2021-01-14,49,1014.27
381,Customer_381,customer381@example.com,123-456-7891,2021-01-15,3,2234.04
382,Customer_382,customer382@example.com,123-456-7892,2021-01-16,29,1784.47
383,Customer_383,customer383@example.com,123-456-7893,2021-01-17,11,5585.08
384,Customer_384,customer384@example.com,123-456-7894,2021-01-18,2,4988.45
385,Customer_385,customer385@example.com,123-456-7895,2021-01-19,29,9529.23
386,Customer_386,customer386@example.com,123-456-7896,2021-01-20,39,4380.38
387,Customer_387,customer387@example.com,123-456-7897,2021-01-21,31,1097.58
388,Customer_388,customer388@example.com,123-456-7898,2021-01-22,7,2737.94
389,Customer_389,customer389@example.com,123-456-7899,2021-01-23,31,1068.79
390,Customer_390,customer390@example.com,123-456-7890,2021-01-24,42,1631.76
391,Customer_391,customer391@example.com,123-456-7891,2021-01-25,10,1396.53
392,Customer_392,customer392@example.com,123-456-7892,2021-01-26,17,8441.96
393,Customer_393,customer393@example.com,123-456-7893,2021-01-27,26,716.3
394,Customer_394,customer394@example.com,123-456-7894,2021-01-28,19,4735.49
395,Customer_395,customer395@example.com,123-456-7895,2021-01-29,14,7491.03
396,Customer_396,customer396@example.com,123-456-7896,2021-01-30,35,7844.86
397,Customer_397,customer397@example.com,123-456-7897,2021-01-31,38,5308.51
398,Customer_398,customer398@example.com,123-456-7898,2021-02-01,3,5163.17
399,Customer_399,customer399@example.com,123-456-7899,2021-02-02,41,5405.87
400,Customer_400,customer400@example.com,123-456-7890,2021-02-03,36,5685.59
401,Customer_401,customer401@example.com,123-456-7891,2021-02-04,18,9825.24
402,Customer_402,customer402@example.com,123-456-7892,2021-02-05,23,6354.11
403,Customer_403,customer403@example.com,123-456-7893,2021-02-06,20,4973.77
404,Customer_404,customer404@example.com,123-456-7894,2021-02-07,36,3250.46
405,Customer_405,customer405@example.com,123-456-7895,2021-02-08,44,2868.34
406,Customer_406,customer406@example.com,123-456-7896,2021-02-09,28,6597.08
407,Customer_407,customer407@example.com,123-456-7897,2021-02-10,45,4597.23
408,Customer_408,customer408@example.com,123-456-7898,2021-02-11,22,991.38
409,Customer_409,customer409@example.com,123-456-7899,2021-02-12,2,2496.49
410,Customer_410,customer410@example.com,123-456-7890,2021-02-13,8,1329.98
411,Customer_411,customer411@example.com,123-456-7891,2021-02-14,48,348.11
412,Customer_412,customer412@example.com,123-456-7892,2021-02-15,26,9954.22
413,Customer_413,customer413@example.com,123-456-7893,2021-02-16,4,8871.16
414,Customer_414,customer414@example.com,123-456-7894,2021-02-17,38,1028.04
415,Customer_415,customer415@example.com,123-456-7895,2021-02-18,31,6026.56
416,Customer_416,customer416@example.com,123-456-7896,2021-02-19,33,9257.7
417,Customer_417,customer417@example.com,123-456-7897,2021-02-20,23,8257.37
418,Customer_418,customer418@example.com,123-456-7898,2021-02-21,47,7048.75
419,Customer_419,customer419@example.com,123-456-7899,2021-02-22,35,3402.81
420,Customer_420,customer420@example.com,123-456-7890,2021-02-23,18,1798.38
421,Customer_421,customer421@example.com,123-456-7891,2021-02-24,3,6600.58
422,Customer_422,customer422@example.com,123-456-7892,2021-02-25,21,5360.34
423,Customer_423,customer423@example.com,123-456-7893,2021-02-26,38,2972.29
424,Customer_424,customer424@example.com,123-456-7894,2021-02-27,41,7296.95
425,Customer_425,customer425@example.com,123-456-7895,2021-02-28,23,4956.76
426,Customer_426,customer426@example.com,123-456-7896,2021-03-01,19,6622.36
427,Customer_427,customer427@example.com,123-456-7897,2021-03-02,10,8362.19
428,Customer_428,customer428@example.com,123-456-7898,2021-03-03,1,1458.96
429,Customer_429,customer429@example.com,123-456-7899,2021-03-04,28,1523.26
430,Customer_430,customer430@example.com,123-456-7890,2021-03-05,43,1401.64
431,Customer_431,customer431@example.com,123-456-7891,2021-03-06,23,5243.37
432,Customer_432,customer432@example.com,123-456-7892,2021-03-07,8,9907.11
433,Customer_433,customer433@example.com,123-456-7893,2021-03-08,3,3276.32
434,Customer_434,customer434@example.com,123-456-7894,2021-03-09,23,8961.16
435,Customer_435,customer435@example.com,123-456-7895,2021-03-10,13,8024.47
436,Customer_436,customer436@example.com,123-456-7896,2021-03-11,2,3308.67
437,Customer_437,customer437@example.com,123-456-7897,2021-03-12,2,3777.59
438,Customer_438,customer438@example.com,123-456-7898,2021-03-13,40,9659.52
439,Customer_439,customer439@example.com,123-456-7899,2021-03-14,37,8720.17
440,Customer_440,customer440@example.com,123-456-7890,2021-03-15,20,1770.1
441,Customer_441,customer441@example.com,123-456-7891,2021-03-16,29,3375.52
442,Customer_442,customer442@example.com,123-456-7892,2021-03-17,21,6005.23
443,Customer_443,customer443@example.com,123-456-7893,2021-03-18,9,4444.12
444,Customer_444,customer444@example.com,123-456-7894,2021-03-19,36,3031.83
445,Customer_445,customer445@example.com,123-456-7895,2021-03-20,40,1604.99
446,Customer_446,customer446@example.com,123-456-7896,2021-03-21,48,1633.55
447,Customer_447,customer447@example.com,123-456-7897,2021-03-22,42,5666.09
448,Customer_448,customer448@example.com,123-456-7898,2021-03-23,19,8628.33
449,Customer_449,customer449@example.com,123-456-7899,2021-03-24,34,7596.54
450,Customer_450,customer450@example.com,123-456-7890,2021-03-25,11,7853.12
451,Customer_451,customer451@example.com,123-456-7891,2021-03-26,20,9636.15
452,Customer_452,customer452@example.com,123-456-7892,2021-03-27,25,4179.48
453,Customer_453,customer453@example.com,123-456-7893,2021-03-28,17,7445.37
454,Customer_454,customer454@example.com,123-456-7894,2021-03-29,11,8906.56
455,Customer_455,customer455@example.com,123-456-7895,2021-03-30,29,9571.78
456,Customer_456,customer456@example.com,123-456-7896,2021-03-31,37,9639.79
457,Customer_457,customer457@example.com,123-456-7897,2021-04-01,22,5567.77
458,Customer_458,customer458@example.com,123-456-7898,2021-04-02,2,206.64
459,Customer_459,customer459@example.com,123-456-7899,2021-04-03,14,2784.61
460,Customer_460,customer460@example.com,123-456-7890,2021-04-04,31,6140.7
461,Customer_461,customer461@example.com,123-456-7891,2021-04-05,21,4774.98
462,Customer_462,customer462@example.com,123-456-7892,2021-04-06,12,7216.7
463,Customer_463,customer463@example.com,123-456-7893,2021-04-07,29,5968.35
464,Customer_464,customer464@example.com,123-456-7894,2021-04-08,37,5904.82
465,Customer_465,customer465@example.com,123-456-7895,2021-04-09,12,565.64
466,Customer_466,customer466@example.com,123-456-7896,2021-04-10,37,3439.05
467,Customer_467,customer467@example.com,123-456-7897,2021-04-11,33,3553.79
468,Customer_468,customer468@example.com,123-456-7898,2021-04-12,21,8903.53
469,Customer_469,customer469@example.com,123-456-7899,2021-04-13,17,7208.18
470,Customer_470,customer470@example.com,123-456-7890,2021-04-14,34,3661.32
471,Customer_471,customer471@example.com,123-456-7891,2021-04-15,4,5322.31
472,Customer_472,customer472@example.com,123-456-7892,2021-04-16,41,9551.05
473,Customer_473,customer473@example.com,123-456-7893,2021-04-17,29,3408.35
474,Customer_474,customer474@example.com,123-456-7894,2021-04-18,42,6175.98
475,Customer_475,customer475@example.com,123-456-7895,2021-04-19,33,4858.82
476,Customer_476,customer476@example.com,123-456-7896,2021-04-20,3,7151.29
477,Customer_477,customer477@example.com,123-456-7897,2021-04-21,45,9875.68
478,Customer_478,customer478@example.com,123-456-7898,2021-04-22,14,221.33
479,Customer_479,customer479@example.com,123-456-7899,2021-04-23,31,8257.83
480,Customer_480,customer480@example.com,123-456-7890,2021-04-24,37,4876.77
481,Customer_481,customer481@example.com,123-456-7891,2021-04-25,14,9175.61
482,Customer_482,customer482@example.com,123-456-7892,2021-04-26,36,5881.94
483,Customer_483,customer483@example.com,123-456-7893,2021-04-27,36,1145.55
484,Customer_484,customer484@example.com,123-456-7894,2021-04-28,29,9639.74
485,Customer_485,customer485@example.com,123-456-7895,2021-04-29,39,4523.17
486,Customer_486,customer486@example.com,123-456-7896,2021-04-30,39,2290.19
487,Customer_487,customer487@example.com,123-456-7897,2021-05-01,12,4778.88
488,Customer_488,customer488@example.com,123-456-7898,2021-05-02,43,8453.9
489,Customer_489,customer489@example.com,123-456-7899,2021-05-03,41,4972.18
490,Customer_490,customer490@example.com,123-456-7890,2021-05-04,22,3659.67
491,Customer_491,customer491@example.com,123-456-7891,2021-05-05,16,841.53
492,Customer_492,customer492@example.com,123-456-7892,2021-05-06,40,5824.0
493,Customer_493,customer493@example.com,123-456-7893,2021-05-07,33,4899.82
494,Customer_494,customer494@example.com,123-456-7894,2021-05-08,3,2834.74
495,Customer_495,customer495@example.com,123-456-7895,2021-05-09,35,7916.9
496,Customer_496,customer496@example.com,123-456-7896,2021-05-10,48,8659.34
497,Customer_497,customer497@example.com,123-456-7897,2021-05-11,40,9103.4
498,Customer_498,customer498@example.com,123-456-7898,2021-05-12,28,2093.66
499,Customer_499,customer499@example.com,123-456-7899,2021-05-13,23,9430.41
500,Customer_500,customer500@example.com,123-456-7890,2021-05-14,38,4009.86
501,Customer_501,customer501@example.com,123-456-7891,2021-05-15,31,4704.69
502,Customer_502,customer502@example.com,123-456-7892,2021-05-16,25,7147.16
503,Customer_503,customer503@example.com,123-456-7893,2021-05-17,42,7326.12
504,Customer_504,customer504@example.com,123-456-7894,2021-05-18,37,5203.6
505,Customer_505,customer505@example.com,123-456-7895,2021-05-19,19,902.28
506,Customer_506,customer506@example.com,123-456-7896,2021-05-20,1,4601.51
507,Customer_507,customer507@example.com,123-456-7897,2021-05-21,2,6158.62
508,Customer_508,customer508@example.com,123-456-7898,2021-05-22,35,3986.01
509,Customer_509,customer509@example.com,123-456-7899,2021-05-23,43,7801.06
510,Customer_510,customer510@example.com,123-456-7890,2021-05-24,44,3041.77
511,Customer_511,customer511@example.com,123-456-7891,2021-05-25,34,3923.23
512,Customer_512,customer512@example.com,123-456-7892,2021-05-26,33,111.14
513,Customer_513,customer513@example.com,123-456-7893,2021-05-27,2,1738.83
514,Customer_514,customer514@example.com,123-456-7894,2021-05-28,45,9909.05
515,Customer_515,customer515@example.com,123-456-7895,2021-05-29,5,1762.56
516,Customer_516,customer516@example.com,123-456-7896,2021-05-30,25,9581.94
517,Customer_517,customer517@example.com,123-456-7897,2021-05-31,42,6771.0
518,Customer_518,customer518@example.com,123-456-7898,2021-06-01,20,8743.78
519,Customer_519,customer519@example.com,123-456-7899,2021-06-02,43,2203.7
520,Customer_520,customer520@example.com,123-456-7890,2021-06-03,17,4758.91
521,Customer_521,customer521@example.com,123-456-7891,2021-06-04,32,4667.24
522,Customer_522,customer522@example.com,123-456-7892,2021-06-05,30,6633.27
523,Customer_523,customer523@example.com,123-456-7893,2021-06-06,4,1783.76
524,Customer_524,customer524@example.com,123-456-7894,2021-06-07,20,451.66
525,Customer_525,customer525@example.com,123-456-7895,2021-06-08,27,3582.92
526,Customer_526,customer526@example.com,123-456-7896,2021-06-09,37,7997.01
527,Customer_527,customer527@example.com,123-456-7897,2021-06-10,34,6181.43
528,Customer_528,customer528@example.com,123-456-7898,2021-06-11,10,2572.43
529,Customer_529,customer529@example.com,123-456-7899,2021-06-12,26,4222.29
530,Customer_530,customer530@example.com,123-456-7890,2021-06-13,1,3821.58
531,Customer_531,customer531@example.com,123-456-7891,2021-06-14,48,6647.82
532,Customer_532,customer532@example.com,123-456-7892,2021-06-15,49,4058.51
533,Customer_533,customer533@example.com,123-456-7893,2021-06-16,28,1360.59
534,Customer_534,customer534@example.com,123-456-7894,2021-06-17,22,7013.18
535,Customer_535,customer535@example.com,123-456-7895,2021-06-18,41,3933.84
536,Customer_536,customer536@example.com,123-456-7896,2021-06-19,31,9541.07
537,Customer_537,customer537@example.com,123-456-7897,2021-06-20,47,1642.28
538,Customer_538,customer538@example.com,123-456-7898,2021-06-21,12,8629.99
539,Customer_539,customer539@example.com,123-456-7899,2021-06-22,27,5821.32
540,Customer_540,customer540@example.com,123-456-7890,2021-06-23,38,8083.66
541,Customer_541,customer541@example.com,123-456-7891,2021-06-24,30,7107.97
542,Customer_542,customer542@example.com,123-456-7892,2021-06-25,9,5611.02
543,Customer_543,customer543@example.com,123-456-7893,2021-06-26,48,9903.34
544,Customer_544,customer544@example.com,123-456-7894,2021-06-27,16,157.86
545,Customer_545,customer545@example.com,123-456-7895,2021-06-28,25,7781.8
546,Customer_546,customer546@example.com,123-456-7896,2021-06-29,13,5334.77
547,Customer_547,customer547@example.com,123-456-7897,2021-06-30,5,9719.57
548,Customer_548,customer548@example.com,123-456-7898,2021-07-01,26,2111.45
549,Customer_549,customer549@example.com,123-456-7899,2021-07-02,48,3653.6
550,Customer_550,customer550@example.com,123-456-7890,2021-07-03,6,7605.24
551,Customer_551,customer551@example.com,123-456-7891,2021-07-04,27,6380.69
552,Customer_552,customer552@example.com,123-456-7892,2021-07-05,4,8324.65
553,Customer_553,customer553@example.com,123-456-7893,2021-07-06,39,2155.75
554,Customer_554,customer554@example.com,123-456-7894,2021-07-07,11,3936.68
555,Customer_555,customer555@example.com,123-456-7895,2021-07-08,37,5242.46
556,Customer_556,customer556@example.com,123-456-7896,2021-07-09,40,2345.01
557,Customer_557,customer557@example.com,123-456-7897,2021-07-10,1,8094.52
558,Customer_558,customer558@example.com,123-456-7898,2021-07-11,3,8363.25
559,Customer_559,customer559@example.com,123-456-7899,2021-07-12,16,5101.21
560,Customer_560,customer560@example.com,123-456-7890,2021-07-13,47,5180.5
561,Customer_561,customer561@example.com,123-456-7891,2021-07-14,22,3486.98
562,Customer_562,customer562@example.com,123-456-7892,2021-07-15,29,7516.96
563,Customer_563,customer563@example.com,123-456-7893,2021-07-16,9,1223.31
564,Customer_564,customer564@example.com,123-456-7894,2021-07-17,26,5589.43
565,Customer_565,customer565@example.com,123-456-7895,2021-07-18,36,5555.39
566,Customer_566,customer566@example.com,123-456-7896,2021-07-19,44,4310.77
567,Customer_567,customer567@example.com,123-456-7897,2021-07-20,38,4244.82
568,Customer_568,customer568@example.com,123-456-7898,2021-07-21,1,8672.4
569,Customer_569,customer569@example.com,123-456-7899,2021-07-22,18,7367.51
570,Customer_570,customer570@example.com,123-456-7890,2021-07-23,35,5648.81
571,Customer_571,customer571@example.com,123-456-7891,2021-07-24,9,2393.68
572,Customer_572,customer572@example.com,123-456-7892,2021-07-25,15,3783.29
573,Customer_573,customer573@example.com,123-456-7893,2021-07-26,6,3481.89
574,Customer_574,customer574@example.com,123-456-7894,2021-07-27,47,5810.7
575,Customer_575,customer575@example.com,123-456-7895,2021-07-28,26,6014.95
576,Customer_576,customer576@example.com,123-456-7896,2021-07-29,28,6114.13
577,Customer_577,customer577@example.com,123-456-7897,2021-07-30,42,1189.75
578,Customer_578,customer578@example.com,123-456-7898,2021-07-31,12,2442.32
579,Customer_579,customer579@example.com,123-456-7899,2021-08-01,10,4209.63
580,Customer_580,customer580@example.com,123-456-7890,2021-08-02,19,3342.01
581,Customer_581,customer581@example.com,123-456-7891,2021-08-03,18,1642.81
582,Customer_582,customer582@example.com,123-456-7892,2021-08-04,49,3963.31
583,Customer_583,customer583@example.com,123-456-7893,2021-08-05,17,6912.85
584,Customer_584,customer584@example.com,123-456-7894,2021-08-06,27,2290.78
585,Customer_585,customer585@example.com,123-456-7895,2021-08-07,36,2286.59
586,Customer_586,customer586@example.com,123-456-7896,2021-08-08,1,1851.34
587,Customer_587,customer587@example.com,123-456-7897,2021-08-09,26,2196.66
588,Customer_588,customer588@example.com,123-456-7898,2021-08-10,13,4109.28
589,Customer_589,customer589@example.com,123-456-7899,2021-08-11,4,898.86
590,Customer_590,customer590@example.com,123-456-7890,2021-08-12,44,2458.5
591,Customer_591,customer591@example.com,123-456-7891,2021-08-13,9,210.07
592,Customer_592,customer592@example.com,123-456-7892,2021-08-14,23,6988.09
593,Customer_593,customer593@example.com,123-456-7893,2021-08-15,18,8138.24
594,Customer_594,customer594@example.com,123-456-7894,2021-08-16,4,3922.81
595,Customer_595,customer595@example.com,123-456-7895,2021-08-17,23,7531.58
596,Customer_596,customer596@example.com,123-456-7896,2021-08-18,2,4126.3
597,Customer_597,customer597@example.com,123-456-7897,2021-08-19,43,1879.66
598,Customer_598,customer598@example.com,123-456-7898,2021-08-20,38,4582.22
599,Customer_599,customer599@example.com,123-456-7899,2021-08-21,20,6520.9
600,Customer_600,customer600@example.com,123-456-7890,2021-08-22,18,8790.82
601,Customer_601,customer601@example.com,123-456-7891,2021-08-23,20,1624.94
602,Customer_602,customer602@example.com,123-456-7892,2021-08-24,8,2837.63
603,Customer_603,customer603@example.com,123-456-7893,2021-08-25,21,8818.03
604,Customer_604,customer604@example.com,123-456-7894,2021-08-26,26,4339.1
605,Customer_605,customer605@example.com,123-456-7895,2021-08-27,6,8474.25
606,Customer_606,customer606@example.com,123-456-7896,2021-08-28,16,5559.1
607,Customer_607,customer607@example.com,123-456-7897,2021-08-29,29,2754.24
608,Customer_608,customer608@example.com,123-456-7898,2021-08-30,12,5873.44
609,Customer_609,customer609@example.com,123-456-7899,2021-08-31,10,7944.78
610,Customer_610,customer610@example.com,123-456-7890,2021-09-01,46,9074.18
611,Customer_611,customer611@example.com,123-456-7891,2021-09-02,27,9352.94
612,Customer_612,customer612@example.com,123-456-7892,2021-09-03,31,6030.14
613,Customer_613,customer613@example.com,123-456-7893,2021-09-04,13,8169.0
614,Customer_614,customer614@example.com,123-456-7894,2021-09-05,15,1118.47
615,Customer_615,customer615@example.com,123-456-7895,2021-09-06,41,209.14
616,Customer_616,customer616@example.com,123-456-7896,2021-09-07,6,4106.36
617,Customer_617,customer617@example.com,123-456-7897,2021-09-08,5,1318.74
618,Customer_618,customer618@example.com,123-456-7898,2021-09-09,20,4568.55
619,Customer_619,customer619@example.com,123-456-7899,2021-09-10,12,4990.16
620,Customer_620,customer620@example.com,123-456-7890,2021-09-11,36,7426.81
621,Customer_621,customer621@example.com,123-456-7891,2021-09-12,29,8605.27
622,Customer_622,customer622@example.com,123-456-7892,2021-09-13,2,2373.08
623,Customer_623,customer623@example.com,123-456-7893,2021-09-14,11,9710.58
624,Customer_624,customer624@example.com,123-456-7894,2021-09-15,3,7469.94
625,Customer_625,customer625@example.com,123-456-7895,2021-09-16,12,722.7
626,Customer_626,customer626@example.com,123-456-7896,2021-09-17,4,9710.74
627,Customer_627,customer627@example.com,123-456-7897,2021-09-18,34,7432.31
628,Customer_628,customer628@example.com,123-456-7898,2021-09-19,31,3110.8
629,Customer_629,customer629@example.com,123-456-7899,2021-09-20,29,1037.03
630,Customer_630,customer630@example.com,123-456-7890,2021-09-21,16,2796.51
631,Customer_631,customer631@example.com,123-456-7891,2021-09-22,36,5101.21
632,Customer_632,customer632@example.com,123-456-7892,2021-09-23,31,7854.43
633,Customer_633,customer633@example.com,123-456-7893,2021-09-24,3,6109.22
634,Customer_634,customer634@example.com,123-456-7894,2021-09-25,21,1169.16
635,Customer_635,customer635@example.com,123-456-7895,2021-09-26,2,1161.7
636,Customer_636,customer636@example.com,123-456-7896,2021-09-27,24,1315.93
637,Customer_637,customer637@example.com,123-456-7897,2021-09-28,5,7094.24
638,Customer_638,customer638@example.com,123-456-7898,2021-09-29,43,3486.24
639,Customer_639,customer639@example.com,123-456-7899,2021-09-30,16,4314.26
640,Customer_640,customer640@example.com,123-456-7890,2021-10-01,44,8352.37
641,Customer_641,customer641@example.com,123-456-7891,2021-10-02,33,655.95
642,Customer_642,customer642@example.com,123-456-7892,2021-10-03,14,2818.72
643,Customer_643,customer643@example.com,123-456-7893,2021-10-04,31,227.51
644,Customer_644,customer644@example.com,123-456-7894,2021-10-05,31,8960.02
645,Customer_645,customer645@example.com,123-456-7895,2021-10-06,34,9311.17
646,Customer_646,customer646@example.com,123-456-7896,2021-10-07,20,6408.81
647,Customer_647,customer647@example.com,123-456-7897,2021-10-08,33,5570.92
648,Customer_648,customer648@example.com,123-456-7898,2021-10-09,1,1241.07
649,Customer_649,customer649@example.com,123-456-7899,2021-10-10,14,2536.41
650,Customer_650,customer650@example.com,123-456-7890,2021-10-11,48,4150.3
651,Customer_651,customer651@example.com,123-456-7891,2021-10-12,9,211.18
652,Customer_652,customer652@example.com,123-456-7892,2021-10-13,42,8265.17
653,Customer_653,customer653@example.com,123-456-7893,2021-10-14,14,4404.44
654,Customer_654,customer654@example.com,123-456-7894,2021-10-15,45,271.47
655,Customer_655,customer655@example.com,123-456-7895,2021-10-16,12,3909.89
656,Customer_656,customer656@example.com,123-456-7896,2021-10-17,33,7731.58
657,Customer_657,customer657@example.com,123-456-7897,2021-10-18,18,363.67
658,Customer_658,customer658@example.com,123-456-7898,2021-10-19,27,6753.34
659,Customer_659,customer659@example.com,123-456-7899,2021-10-20,4,1466.0
660,Customer_660,customer660@example.com,123-456-7890,2021-10-21,13,8609.71
661,Customer_661,customer661@example.com,123-456-7891,2021-10-22,44,6450.16
662,Customer_662,customer662@example.com,123-456-7892,2021-10-23,3,4948.99
663,Customer_663,customer663@example.com,123-456-7893,2021-10-24,27,8336.31
664,Customer_664,customer664@example.com,123-456-7894,2021-10-25,40,3837.75
665,Customer_665,customer665@example.com,123-456-7895,2021-10-26,23,6739.39
666,Customer_666,customer666@example.com,123-456-7896,2021-10-27,42,8552.15
667,Customer_667,customer667@example.com,123-456-7897,2021-10-28,42,277.0
668,Customer_668,customer668@example.com,123-456-7898,2021-10-29,37,4640.08
669,Customer_669,customer669@example.com,123-456-7899,2021-10-30,44,2408.87
670,Customer_670,customer670@example.com,123-456-7890,2021-10-31,7,7592.83
671,Customer_671,customer671@example.com,123-456-7891,2021-11-01,29,379.65
672,Customer_672,customer672@example.com,123-456-7892,2021-11-02,39,1602.76
673,Customer_673,customer673@example.com,123-456-7893,2021-11-03,18,7715.34
674,Customer_674,customer674@example.com,123-456-7894,2021-11-04,16,4710.63
675,Customer_675,customer675@example.com,123-456-7895,2021-11-05,5,3505.11
676,Customer_676,customer676@example.com,123-456-7896,2021-11-06,20,1310.87
677,Customer_677,customer677@example.com,123-456-7897,2021-11-07,30,9295.69
678,Customer_678,customer678@example.com,123-456-7898,2021-11-08,5,5595.75
679,Customer_679,customer679@example.com,123-456-7899,2021-11-09,9,9271.84
680,Customer_680,customer680@example.com,123-456-7890,2021-11-10,14,6276.98
681,Customer_681,customer681@example.com,123-456-7891,2021-11-11,5,3963.98
682,Customer_682,customer682@example.com,123-456-7892,2021-11-12,48,4300.36
683,Customer_683,customer683@example.com,123-456-7893,2021-11-13,1,5582.08
684,Customer_684,customer684@example.com,123-456-7894,2021-11-14,15,538.48
685,Customer_685,customer685@example.com,123-456-7895,2021-11-15,15,4088.35
686,Customer_686,customer686@example.com,123-456-7896,2021-11-16,41,9158.66
687,Customer_687,customer687@example.com,123-456-7897,2021-11-17,17,8718.91
688,Customer_688,customer688@example.com,123-456-7898,2021-11-18,37,4010.65
689,Customer_689,customer689@example.com,123-456-7899,2021-11-19,41,2379.15
690,Customer_690,customer690@example.com,123-456-7890,2021-11-20,35,4409.25
691,Customer_691,customer691@example.com,123-456-7891,2021-11-21,6,9599.49
692,Customer_692,customer692@example.com,123-456-7892,2021-11-22,36,2997.67
693,Customer_693,customer693@example.com,123-456-7893,2021-11-23,42,3317.85
694,Customer_694,customer694@example.com,123-456-7894,2021-11-24,2,6750.4
695,Customer_695,customer695@example.com,123-456-7895,2021-11-25,5,679.34
696,Customer_696,customer696@example.com,123-456-7896,2021-11-26,37,5059.7
697,Customer_697,customer697@example.com,123-456-7897,2021-11-27,10,9326.29
698,Customer_698,customer698@example.com,123-456-7898,2021-11-28,21,979.21
699,Customer_699,customer699@example.com,123-456-7899,2021-11-29,36,2070.42
700,Customer_700,customer700@example.com,123-456-7890,2021-11-30,33,5837.17
701,Customer_701,customer701@example.com,123-456-7891,2021-12-01,47,1149.87
702,Customer_702,customer702@example.com,123-456-7892,2021-12-02,40,5488.37
703,Customer_703,customer703@example.com,123-456-7893,2021-12-03,27,134.59
704,Customer_704,customer704@example.com,123-456-7894,2021-12-04,5,3490.59
705,Customer_705,customer705@example.com,123-456-7895,2021-12-05,29,6318.0
706,Customer_706,customer706@example.com,123-456-7896,2021-12-06,33,4750.04
707,Customer_707,customer707@example.com,123-456-7897,2021-12-07,36,3069.85
708,Customer_708,customer708@example.com,123-456-7898,2021-12-08,45,3883.72
709,Customer_709,customer709@example.com,123-456-7899,2021-12-09,35,6360.28
710,Customer_710,customer710@example.com,123-456-7890,2021-12-10,16,3481.9
711,Customer_711,customer711@example.com,123-456-7891,2021-12-11,5,3009.6
712,Customer_712,customer712@example.com,123-456-7892,2021-12-12,27,2845.29
713,Customer_713,customer713@example.com,123-456-7893,2021-12-13,29,1209.34
714,Customer_714,customer714@example.com,123-456-7894,2021-12-14,21,3875.29
715,Customer_715,customer715@example.com,123-456-7895,2021-12-15,20,3841.92
716,Customer_716,customer716@example.com,123-456-7896,2021-12-16,46,1152.34
717,Customer_717,customer717@example.com,123-456-7897,2021-12-17,32,9592.01
718,Customer_718,customer718@example.com,123-456-7898,2021-12-18,24,3196.22
719,Customer_719,customer719@example.com,123-456-7899,2021-12-19,18,1898.42
720,Customer_720,customer720@example.com,123-456-7890,2021-12-20,24,4930.43
721,Customer_721,customer721@example.com,123-456-7891,2021-12-21,23,6314.61
722,Customer_722,customer722@example.com,123-456-7892,2021-12-22,25,5627.5
723,Customer_723,customer723@example.com,123-456-7893,2021-12-23,11,3800.41
724,Customer_724,customer724@example.com,123-456-7894,2021-12-24,26,1109.63
725,Customer_725,customer725@example.com,123-456-7895,2021-12-25,28,6706.51
726,Customer_726,customer726@example.com,123-456-7896,2021-12-26,34,1735.69
727,Customer_727,customer727@example.com,123-456-7897,2021-12-27,22,1495.79
728,Customer_728,customer728@example.com,123-456-7898,2021-12-28,47,9072.84
729,Customer_729,customer729@example.com,123-456-7899,2021-12-29,17,5833.42
730,Customer_730,customer730@example.com,123-456-7890,2021-12-30,28,4214.59
731,Customer_731,customer731@example.com,123-456-7891,2021-12-31,35,6920.84
732,Customer_732,customer732@example.com,123-456-7892,2022-01-01,38,5336.57
733,Customer_733,customer733@example.com,123-456-7893,2022-01-02,39,2335.03
734,Customer_734,customer734@example.com,123-456-7894,2022-01-03,46,2722.52
735,Customer_735,customer735@example.com,123-456-7895,2022-01-04,10,5287.98
736,Customer_736,customer736@example.com,123-456-7896,2022-01-05,49,6867.59
737,Customer_737,customer737@example.com,123-456-7897,2022-01-06,4,759.18
738,Customer_738,customer738@example.com,123-456-7898,2022-01-07,33,2122.13
739,Customer_739,customer739@example.com,123-456-7899,2022-01-08,26,6569.07
740,Customer_740,customer740@example.com,123-456-7890,2022-01-09,39,2776.28
741,Customer_741,customer741@example.com,123-456-7891,2022-01-10,44,9761.78
742,Customer_742,customer742@example.com,123-456-7892,2022-01-11,4,8214.59
743,Customer_743,customer743@example.com,123-456-7893,2022-01-12,26,8866.2
744,Customer_744,customer744@example.com,123-456-7894,2022-01-13,22,9121.58
745,Customer_745,customer745@example.com,123-456-7895,2022-01-14,36,9266.38
746,Customer_746,customer746@example.com,123-456-7896,2022-01-15,40,3383.71
747,Customer_747,customer747@example.com,123-456-7897,2022-01-16,44,7146.44
748,Customer_748,customer748@example.com,123-456-7898,2022-01-17,14,8863.96
749,Customer_749,customer749@example.com,123-456-7899,2022-01-18,28,289.89
750,Customer_750,customer750@example.com,123-456-7890,2022-01-19,32,6142.47
751,Customer_751,customer751@example.com,123-456-7891,2022-01-20,2,6071.36
752,Customer_752,customer752@example.com,123-456-7892,2022-01-21,21,7824.26
753,Customer_753,customer753@example.com,123-456-7893,2022-01-22,16,4197.34
754,Customer_754,customer754@example.com,123-456-7894,2022-01-23,3,8487.53
755,Customer_755,customer755@example.com,123-456-7895,2022-01-24,13,822.28
